0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
T006,defect,332.0,118.0,1,0,1,0.3910168090383033,0.3866701930706238,0.3960396039604013,0.4140866873064987,0.43694632621157486,0.44530443756449567,0.4393377810723975,0.4545680238331668,0.4699426290845638,0.45244276610809164,0.44874141876430274,0.4479236064845626,0.4514767932489412,0.4545649838882937,0.4495701404906695,0.45888157894737275,0.4693835756706953,0.47612273928063853,0.4768500197863115,0.4827859121487924,0.4851172876010253,0.5070653286913788,0.5130043006348582,0.527760577915377,0.550933786078103,0.5342410079252251,0.5361591000401829,0.527494108405346,0.5344587884806407,0.5280637016896538,0.5213397129186607,0.5448452592154526,0.5467725918570059,0.5329900839054152,0.5323094212399364,0.5291054491352095,0.5327119883040922,0.5266775185386142,0.5284567350579907,0.5472217128186332,0.5369139572480707,0.532960307746114,0.5423878488166789,0.5388637155803446,0.5452492617682815,0.5406545209176773,0.5551782682512808,0.5594477998274386,0.5405179615705935,0.5412115193644462,0.5326122053600258,0.5307017543859657,0.5236044657097283,0.5370667522464737,0.5570037947533449,0.5665831244778597,0.5777740529668144,0.5814616158229997,0.5797908232118746,0.5858049031373281,0.5897832817337471,0.5799627686579821,0.5835462442514034,0.5741172551632294,0.5868253436138132,0.5685829959514237,0.5693632228719924,0.5784615384615429,0.5699614890885805,0.5849950964367497,0.9028957204485352,0.9095617157309279,0.9083635908951107,0.9577337413967081,0.969202634327759,0.9529583107101005,0.9597465194444423,0.9907809089686016,0.9889508526370749,0.9548784279540896,0.9476571561411236,0.9507090556282051,0.9570134696618106,0.9424435229543633,0.9563915490667081,0.966690604973492,0.9779594697599133,0.9858002877722568,0.9788504308462919,0.9739902053755594,0.9803316078583588,0.9803007453068618,0.9695491740548945,0.9561637101961191,0.9512687680365074,0.9373200794330931,0.9170773609307128,0.905457182551614,0.9018441839759076,0.9064293116145105,0.9196573197062144,0.923497906672748,0.9348302807794702,0.9590113563626068,0.965084578122116,0.9664247918092596,0.96294257791846,0.9535716213513569,0.9549622786282466,0.9421628431760145,0.9323342199119279,0.9343055363166218,0.9611836369926325,0.9699611006150948,0.9592519180806313,0.9614507761377703,0.9688550321637394,0.9670631454829043,0.9525024558337964,0.9625587853337868,0.9813911728728552,0.9795232605214055,0.9890326063438982,0.986228639852392,1.0,0.9988917917282828,0.9831137284698913,0.9838071000911512,0.967630074061534,0.9761441082347183,0.9678450328402564,0.9578502989554705,0.9742656773425756,0.9627889475192242,0.9535161824854551,0.9321449104577342,0.9137024898248932,0.9132150739985718,0.9048067255636508,0.9146500851768148
T006,defect,333.0,118.0,1,0,1,0.395150179112704,0.3882570748479313,0.3981240229286135,0.4176986584107308,0.4411151641480007,0.4494324045407603,0.4427971336792677,0.4587884806355511,0.4716887004240504,0.4519707340099095,0.4464530892448526,0.44414834554741,0.44947812569397777,0.4541353383458665,0.4520863912769979,0.46299342105263663,0.4724554577104262,0.4812030075188019,0.48179659675504954,0.48852394143252786,0.48846836191602705,0.5089084579152177,0.518124104034408,0.5335397316821473,0.5553904923599365,0.5378988010567025,0.5423865006026583,0.5359387274155586,0.5429990069513463,0.5336958632744283,0.5299521531100493,0.5543071161048682,0.5523336643495586,0.5375667429443169,0.5345570331522795,0.534126836525948,0.5350877192982446,0.5279435702658709,0.5323818019625408,0.5512561892536234,0.5419435961918468,0.5364574226263386,0.5460967855881387,0.5444405716277485,0.5513288170922356,0.5472334682860992,0.5619694397283611,0.5685936151855057,0.549874686716792,0.5503144654088027,0.540200193735874,0.5384990253411315,0.5314194577352469,0.5436456996148954,0.564593301435411,0.5729323308270667,0.5849815621857218,0.589171974522296,0.5872132253711184,0.5947196982684788,0.5963192294461649,0.5863936368251853,0.5903593936297038,0.5789473684210571,0.5921890714046285,0.573279352226728,0.5740740740740723,0.5844534412955512,0.5742939666238822,0.5908793723439091,0.9607801274497437,0.9688253532219255,0.9672593976285624,0.9857867028689954,0.9873301631061537,0.9825924318684023,0.9889992395313846,1.0,0.9992329565832194,0.9880549351371768,0.9881494163391206,0.9881085471732419,0.9888913052441515,0.9777736890344533,0.9776670500754874,0.9795105782770263,0.9836938199430767,0.985170742974732,0.9864003595028876,0.9822278036053492,0.986200257277816,0.9902048970221001,0.9784091450369586,0.9748824658758549,0.9719933799478103,0.9628149249494897,0.9490045584128952,0.933884815992475,0.9348023317183677,0.9432225906269549,0.947029331777785,0.9473891919795477,0.9641430512234526,0.9770187023269366,0.9825886503928448,0.9744945180775879,0.9734043430818934,0.9743468665790629,0.9652032184317566,0.9583335311030025,0.9451559193665158,0.9501899289730128,0.9658549988139732,0.9617815071802366,0.9594156302649314,0.9592175369249674,0.9661550659990434,0.9638299997727429,0.9540174070387778,0.9590204281372539,0.967842573889875,0.9671483444176711,0.9703486389953354,0.9716006271564218,0.9801548484961885,0.9844314081198874,0.978498413592366,0.9785006257472165,0.9689439759329644,0.9677519636785435,0.9713833378794379,0.9689728740451853,0.9774597386675524,0.9701437610145414,0.9695005980273423,0.9583055506887128,0.945241425509115,0.9393324077916729,0.9381763396317702,0.9426599329222314
T006,defect,334.0,118.0,1,0,1,0.3990079911821457,0.39037291721767586,0.3983845752996405,0.4161506707946317,0.44241792600313457,0.4522703818369429,0.4442797133679273,0.4622641509433971,0.48091793464704924,0.46282747226811133,0.45560640732265645,0.4510326449033953,0.455474128358869,0.45585392051557716,0.45103795344936143,0.46155427631579526,0.4706123284865895,0.48018695387117083,0.48298377522754765,0.49267906608626855,0.4928050463236758,0.5117755478189663,0.5203768175302106,0.5386996904024779,0.5577249575551836,0.540134119081495,0.5435918039373308,0.5377062058130448,0.5439920556107314,0.5313653136531438,0.5286124401913895,0.550758919771339,0.550744786494545,0.5385202135774222,0.5369919460573183,0.5367305188767018,0.5361842105263158,0.5292096219931275,0.5339875111507665,0.5496057216211285,0.5392491467576821,0.5345340094422166,0.544683857294251,0.5439177413733045,0.5487232933819708,0.5458839406207825,0.5609507640067991,0.5692838654012091,0.5513784461152882,0.5513075140681879,0.5437520180820167,0.5422352176738157,0.5341307814992028,0.5450898587933303,0.5657482263652909,0.5736006683375107,0.582299698290315,0.5871605766007415,0.5870445344129545,0.5933481913252251,0.5954592363261103,0.588085970553397,0.5920626809742802,0.5796135909393786,0.592021454911166,0.5737651821862421,0.5758609486679651,0.5846153846153896,0.5747753530166944,0.5908793723439091,0.9717982180632894,0.9793537652100922,0.9802073149632579,0.974295924122734,0.9765544396068658,0.9864218714678862,0.9897249031807455,0.9876724221284202,0.9930263883488099,0.9947628663131926,1.0,0.996103836740992,0.9932410399569773,0.9913558727245317,0.9856839485190975,0.9841607777209136,0.9822910478030155,0.9807592022557907,0.9901549969115591,0.989373085277118,0.9871509829020254,0.9924119971816863,0.9855356333780547,0.9926594698180932,0.9910433085987895,0.985050921500456,0.9878388039002476,0.978384471670524,0.9835189263887356,0.9897474340753892,0.9905753472458029,0.9903203619737055,0.9976166285142886,0.9953362474859205,0.9939049312837627,0.9849570550688498,0.9800477416554022,0.9864257146586597,0.9753913302411858,0.9763290018291804,0.9671267123166281,0.9700536189778619,0.9749180834647578,0.9673058787421652,0.9782173491354675,0.9738807183804861,0.977742214528854,0.978400138035221,0.9739748665039029,0.9718193924608252,0.9632666154060611,0.9660156390691069,0.9664680437581011,0.9700527805688892,0.9771516814937138,0.983534934878657,0.9912557037821211,0.9913847452556843,0.9877190536109243,0.9834438506543706,0.988904608590844,0.9866885669430264,0.9874788163547661,0.9810568269879555,0.985558067242781,0.9836913151525277,0.9757678091619278,0.9732588246547594,0.9762070431531509,0.9808677928613531
T006,defect,335.0,118.0,1,0,1,0.403692477266466,0.3953980428458157,0.4054194893173582,0.422084623323011,0.4465867639395603,0.45923632610938875,0.4467506795156901,0.4647467725918569,0.4799201795959138,0.46400755251356757,0.4574370709382165,0.4519209415944904,0.4572507217410583,0.45886143931256934,0.45376389180121757,0.46381578947368973,0.47306983411837333,0.4809997967892761,0.48595172140879034,0.493272655322517,0.4922136802680863,0.5107515871390568,0.518124104034408,0.5376676986584111,0.5543293718166432,0.53749237959765,0.544194455604667,0.5380989787902637,0.5461767626613764,0.5335016508059885,0.5288038277511987,0.5523358959195743,0.5511420059582984,0.5371853546910755,0.5349316351376697,0.5333829272828763,0.5350877192982456,0.5283052993308018,0.5329170383586156,0.5483220245736314,0.5378121070594598,0.533659730722161,0.5423878488166808,0.539735099337751,0.5457703665103356,0.5436909581646417,0.5570458404074774,0.5651423641069899,0.5478696741854636,0.5489904005296239,0.5408459799806282,0.539148797920729,0.5331738437001589,0.5444480102695815,0.5644283121597145,0.5715956558061824,0.5811263828360742,0.5881662755615192,0.5878879892037775,0.5921481227498777,0.5949432404540772,0.587747503807754,0.5907000510986203,0.5779480346435756,0.5896748240026849,0.5716599190283469,0.5750487329434689,0.5841295546558747,0.5750962772785684,0.5898986596927159,0.8977267521019818,0.9083722344177633,0.9183073859004052,0.8980321752526774,0.9061354133440079,0.9318181622405189,0.9314544768611133,0.91831304753391,0.9314839958899277,0.9523909822205111,0.965786821994196,0.9597573938414754,0.9546442551789044,0.960109245463079,0.9478340674678658,0.9451151680880755,0.9376090185764515,0.9361405195722173,0.9543443256663168,0.9610996918361793,0.9539018237614758,0.9610300879435129,0.9608325940431837,0.9794716741142317,0.9810835495212483,0.9801070846068102,0.9938726593965158,0.9926295298629016,0.9981011620584596,0.9981682816715589,1.0,0.9940078218258572,0.9962950601780757,0.9831323376914629,0.9779432007648211,0.9713726729718154,0.9561895103375792,0.9682578807929726,0.9557398180992626,0.9621565839426853,0.95557872649067,0.9564871281041422,0.955954460526386,0.9506743300583037,0.9655996688236301,0.9574447316996538,0.9618960834662733,0.9682373617734764,0.969837538423574,0.9560229312373003,0.9381798290848067,0.9452926973155178,0.9370780269592135,0.9387918599419645,0.941686150074219,0.9501958991745812,0.9654374180694044,0.9636122319531797,0.9713886969029489,0.9656811013429739,0.9742396377553874,0.9791111112110225,0.972423652939411,0.9662665156036807,0.9751015037239588,0.9836892027140745,0.982812138121061,0.9780816677398649,0.9840974931972923,0.9897617034869285
T006,defect,331.0,119.0,1,0,1,0.410087719298243,0.407141201020174,0.4063957361758815,0.41515614763048353,0.41148325358851306,0.41361992768179634,0.4043411448328821,0.41421242637278916,0.4240817872018189,0.42534527808883876,0.4127613554433988,0.4155218554861679,0.42937240007234523,0.440174831542521,0.4422119487908989,0.44033350703491314,0.46375043569188046,0.4605263157894776,0.44670638861303813,0.4367129480142077,0.4495818986719125,0.4618049826761224,0.4502024291497956,0.4553775743707065,0.46990131578947575,0.4786651170513051,0.4717527764365032,0.46766011414077735,0.4836026235802294,0.49117506757831003,0.500637958532694,0.4951441102756881,0.4859597974528138,0.4934210526315808,0.4852963353943555,0.4914794148695507,0.4829721362229094,0.49152292495945776,0.5107826873774661,0.49956140350877204,0.5075603373073576,0.49543859649122707,0.5054913707031802,0.5102974828375305,0.5074584857866602,0.5207379862700252,0.527620704654196,0.5312590869438802,0.5277498924422745,0.519825031748269,0.5243296921549174,0.5166573348264256,0.510941828254849,0.5068530701754398,0.5047722934278703,0.5049932523616745,0.5052899424132864,0.5056917101915069,0.5048684210526306,0.5171624713958776,0.5169650013358243,0.5230852066226926,0.5208109559613343,0.5203930542468669,0.5261804897848754,0.5317698391055383,0.5236167341430501,0.5350877192982458,0.5302699754567779,0.5502770083102522,0.6825922268062118,0.6967565478984461,0.7177487981126949,0.7172740003364823,0.7487478647728252,0.8043940858920408,0.8350444016570016,0.8190611845657959,0.878977672825816,0.9007326475090035,0.8885387318567841,0.8711625671522889,0.8794503411023266,0.9223206028629451,0.9054476988128664,0.89537779621656,0.9307920916938752,0.9281203405279249,0.9454526505721589,0.9450791703963651,0.9389937120658004,0.9216203193279551,0.9101746435016045,0.8978856234834551,0.8933331107274013,0.904446082713395,0.9384010269993164,0.9736995943016623,0.9744654840775848,1.0,0.987995539103887,0.9743265670135065,0.957512335678086,0.9375411766139417,0.9605349028878412,0.9554878347868909,0.9394802784279346,0.9319626701232822,0.9270758990967202,0.9406277819920663,0.9235525663566265,0.9128832294633404,0.9086667820909071,0.9270794006596209,0.8999064455150999,0.926404182571268,0.9023534191527133,0.898712496754439,0.9332201613398735,0.905134541847811,0.9470545622282378,0.8924921579855744,0.916454736286935,0.9251221804313148,0.9120275541402739,0.9434153396803838,0.9287676007238819,0.9701850785279921,0.9561940514890387,0.9713273284401918,0.9767781678732452,0.9900778403065706,0.9862449918810501,0.9729771916678968,0.9931661217015768,0.9797174949042364,0.9548003572113303,0.9377422073482835,0.9499934317478549,0.9365585911955977
T006,defect,332.0,119.0,1,0,1,0.4098440545808937,0.4087642012520316,0.40994892294026003,0.41952391351823143,0.4168920324526691,0.4198473282442715,0.410295812524007,0.41649249477484124,0.4278682317304062,0.4279581933557291,0.4145638067772131,0.41587867975021753,0.42901067100741413,0.4425423420142013,0.4448790896159346,0.4441549418099689,0.466887417218544,0.4649692412850344,0.4536577292287283,0.44462382951243123,0.4579439252336439,0.4703844250123699,0.45991902834007886,0.465021248774106,0.4782894736842127,0.487298688361283,0.4788347014324791,0.47542802790108124,0.49128139497680623,0.5011925584353613,0.510526315789472,0.5043859649122794,0.49531993248426925,0.5021419828641389,0.4944955511989092,0.4994721761423599,0.48990122364735267,0.4971251658558161,0.5168149600361897,0.5049707602339184,0.5100319860424547,0.49698245614034964,0.5074882327770638,0.5137299771167069,0.5105544610188578,0.5225972540045792,0.5312454690445109,0.5346030822913647,0.5323390219417723,0.5246225483279222,0.5292949354518386,0.5239361702127632,0.5209141274238241,0.5174067982456151,0.5152713389691845,0.5152496626180841,0.5150662916834085,0.5158698272398524,0.5127631578947359,0.5265850047112635,0.5251135452845281,0.5302194104186272,0.5288668098818499,0.5279310808991752,0.5337572723582753,0.5385874011453528,0.531039136302294,0.5444078947368421,0.5387237523861478,0.5578947368421076,0.878042368044505,0.8858494879377156,0.8913922842800364,0.8841402539735435,0.9032050635556321,0.9314093922735929,0.9480508785044984,0.9412312513601019,0.9739778259088913,0.9869225188523694,0.9770241456060755,0.9673662569232658,0.9757752951216568,0.9947825390518683,0.9827135241172106,0.9731093436603627,0.9935367590905081,0.9888728786041835,0.9878456628657106,0.980671768564098,0.9753928308134312,0.9657512228636227,0.9514890077845848,0.9416531389648624,0.9470907484512907,0.9539524778910918,0.9771062185733622,0.9907790853347864,0.9909493566280844,1.0,0.9934551353188239,0.9844042081710631,0.9735117756245645,0.9648414709271359,0.9750602059224776,0.975927496911757,0.9681404793168319,0.9700712588963393,0.9652223363628109,0.9735890715976647,0.9751890091116108,0.9700979330443652,0.9681747423498076,0.9734336359526128,0.9610969711664891,0.9820751937980915,0.9608621364798458,0.9612851084301212,0.9749424613322086,0.9567826611259469,0.9766364002054955,0.9323984469785561,0.9349872950212524,0.9347369095233905,0.9260405399247257,0.9464261078975775,0.940309078523214,0.9642180742967958,0.9639966810273123,0.9668046548211152,0.9752165530555257,0.9857969416840808,0.9786133616964126,0.9734254989042542,0.9907239679565534,0.9879202944491221,0.9709240805656703,0.9545029753484273,0.9610649214693748,0.9611135308227289
T006,defect,333.0,119.0,1,0,1,0.408138401559452,0.40969162995594915,0.4117255163224492,0.42083424328455604,0.4162679425837279,0.4194455604660466,0.4083749519784822,0.41421242637278916,0.42692162059825955,0.42721164613661816,0.4163662581110274,0.4187332738626175,0.4315427744619264,0.444181387725365,0.4461237553342848,0.44519715129407517,0.4661903102126182,0.4636021872864008,0.4548162859980104,0.44639974168550256,0.4594195769798319,0.47335423197491727,0.4625101214574872,0.46927100359594276,0.4822368421052654,0.4917815042337718,0.48366328665700825,0.47875713379835455,0.49496080627099875,0.5042137064716143,0.5130781499202537,0.50689223057644,0.4982353843793133,0.5052019583843355,0.4970592670788676,0.5006786306741045,0.49152292495945704,0.49756744803184433,0.5168149600361897,0.5059941520467834,0.5104681593486484,0.4990877192982443,0.5097703608615021,0.515589244851261,0.5116802701942023,0.5210240274599562,0.5299405538639975,0.5318406513521378,0.5293274057077266,0.5215182728940289,0.5260320612852905,0.5218365061590118,0.5192520775623283,0.5164473684210534,0.5144532315244068,0.514979757085021,0.5149323690906675,0.5173429757600082,0.5131578947368411,0.5251043209045602,0.5239113010953751,0.5287387266119232,0.5272556390977466,0.5268542199488448,0.5340278717358965,0.5414507772020749,0.5322537112010793,0.5455043859649128,0.5400872647941103,0.5567867036011108,0.9598963236497496,0.9665846124166086,0.966739322865048,0.9593195143444723,0.9674050964198094,0.979497891945861,0.9856762328515458,0.9810475958422826,0.9956533746628454,1.0,0.9913177263102023,0.9842489439603773,0.9897295513510354,0.9986589159033574,0.9924785341550628,0.9861284126925816,0.9947235640681096,0.9940247739121837,0.9875574721727416,0.9797064862103791,0.9783827148293709,0.9737867391352607,0.9659570971306858,0.9552606774342611,0.9626172777852204,0.9672729915943172,0.976932777750079,0.9799701668261305,0.9782942829424774,0.9862483703794565,0.9832468141391506,0.9764431586245066,0.9680407065987235,0.9659522335192864,0.9698299171079549,0.9711575360901925,0.9658612323096709,0.9703852839238228,0.9686774976572732,0.9695408706624998,0.9717456317879383,0.963132628830291,0.9637464440170765,0.9675725783198507,0.9653259826457279,0.9804444895321666,0.9683687079963925,0.9720568243167059,0.9782380427897619,0.9703549736052697,0.9770980312357367,0.9514007368222609,0.9560177237262241,0.9507198212777196,0.9457730173984705,0.9537448405753205,0.9505462828359786,0.9607155494708238,0.9580359423412687,0.9616217662566823,0.9679036869325682,0.9708783668325227,0.968861554829476,0.964161713176605,0.9757749350089402,0.9720480520329415,0.9664455037277359,0.959097606640604,0.9564542535097332,0.9643094115956194
T006,defect,334.0,119.0,1,0,1,0.41252436647173274,0.4117783445397656,0.41261381301354444,0.4193055252238437,0.4125234033700812,0.4176376054640378,0.4062620053784058,0.410222306669198,0.4237031427489604,0.42683837252706275,0.4169069935111716,0.41855486173059314,0.43136190992946083,0.444181387725365,0.4461237553342848,0.4446760465520221,0.46462181944928593,0.46138072453862283,0.453823237338626,0.4460768485631263,0.45827184784390845,0.4703844250123699,0.46024291497975484,0.4661654135338308,0.4787828947368442,0.48929105097127806,0.4810880412039258,0.4768547875713413,0.4930411134218546,0.5035776753060869,0.5106858054226461,0.50391604010025,0.49593371183059465,0.5022949816401491,0.4944955511989092,0.49841652842708295,0.4915229249594571,0.4987468671679204,0.5160609259538493,0.5062865497076028,0.5106135504507132,0.4999298245614023,0.5097703608615021,0.5153032036613299,0.5109766394596121,0.5204519450800933,0.5295055821371598,0.5300959581273631,0.5268894306611177,0.5186962043177626,0.5234785075897309,0.5190369540873426,0.5173130193905834,0.5153508771929833,0.5145895827652033,0.5151147098515522,0.515066291683409,0.5181465113164566,0.511184210526315,0.5214699151971972,0.5212396473417018,0.5268542199488457,0.5280612244897984,0.5260465742360976,0.5352455689351929,0.5452686119443705,0.5348178137651821,0.5468750000000007,0.5399509135533144,0.5567867036011108,0.9912459848610246,0.9972922143918467,0.9946942879965573,0.9914129015614148,0.9922812502328309,0.9959489619103346,0.995562127352582,0.9972515466011975,1.0,0.9990348436404538,0.9959343109731835,0.9930859612626065,0.9973201125307165,0.9976076878089797,0.9961050564288949,0.9924770834649338,0.9914947523434964,0.9939703170003098,0.9860658573702833,0.9791376255617922,0.9827582345705649,0.9885455479232576,0.9842525793762552,0.9784455294432488,0.9868251380306311,0.9874165736661095,0.985927108676753,0.977074670527822,0.9762004829468099,0.979291622398093,0.9807903543849626,0.9787838975874499,0.9737696896435767,0.9777192021910829,0.97424617476067,0.9734187742034254,0.9688117940866096,0.9701309170359605,0.9732530226249951,0.9697076434753681,0.9714424452795763,0.9628891753072646,0.9673347683070016,0.9697170035698206,0.9743950581027973,0.9781005127460932,0.9740173003875552,0.979574986523861,0.9800817018619047,0.980025416903897,0.9749539932604883,0.9675870821971677,0.9725939170155236,0.9658889583831832,0.9613895460618733,0.9617183094445235,0.96171995682319,0.9632015291854853,0.9627004139962617,0.964762988238675,0.9661611369189741,0.961066341435682,0.9553707003464975,0.9568447877514201,0.9619340650230631,0.959693634429983,0.9602854222645486,0.9616295189652709,0.9550740701215832,0.9621370499537609
T006,defect,335.0,119.0,1,0,1,0.41203703703703526,0.4108509158358467,0.4095047745947118,0.41865036034068015,0.411691283544826,0.41462434712735646,0.40203611217825175,0.4058521755652642,0.41972737599394233,0.4216125419932811,0.4129416005767806,0.4157002676181932,0.43154277446192546,0.444181387725365,0.4454125177809416,0.44259162758380843,0.4630533286859538,0.4608680792891346,0.4523336643495496,0.444300936390055,0.45745204131824796,0.47071440356376376,0.459919028340079,0.4656750572082332,0.47812500000000174,0.48929105097127723,0.4814099468855608,0.47717184527584317,0.49304111342185375,0.5031006519319406,0.5092503987240806,0.5023496240601495,0.4942458186282002,0.4998470012239921,0.4923842557683552,0.4976624943447427,0.4924074893115128,0.4997788589119859,0.5160609259538493,0.5068713450292396,0.5100319860424547,0.49838596491227966,0.5072029667665078,0.5124427917620157,0.5095693779904309,0.5193077803203675,0.529215600985934,0.5299505670252983,0.5274630718485545,0.5205305488923354,0.5240459639665215,0.5187569988801753,0.5185595567867053,0.5163103070175442,0.5147259340059999,0.5144399460188932,0.51520021427615,0.5188161242801633,0.5098684210526304,0.5190469780589552,0.5196366550894977,0.5252389285233509,0.5255102040816348,0.5233544218602727,0.5329454742254103,0.542950640850833,0.5310391363022939,0.542077850877194,0.5364057812926104,0.5513850415512493,0.9621200528362711,0.9695028581713915,0.9684320224791091,0.9791900560191933,0.9778934589370635,0.9772640074416513,0.9739607741890084,0.9878027017651705,0.9821942721577173,0.9780615045269828,0.9846283656629428,0.9879226222481013,0.9910456786542986,0.9842846398939001,0.9880245849089084,0.988196631101184,0.9777368666192389,0.9821845711845514,0.974855083278104,0.9704814982147044,0.9779296916249388,0.9910018237901891,0.9923264331638304,0.9903022454035131,1.0,0.9986476183420329,0.9857104568175472,0.9662925406708136,0.9667923345002233,0.9683238544980503,0.9745006198905711,0.9752916610075965,0.9742516114867793,0.9847211062888981,0.9741112573882251,0.9694396322562917,0.9669536880686025,0.9681147617759888,0.9756276484083017,0.96799934475339,0.9724668397666618,0.9686757384064025,0.9775625007764259,0.9784399223220156,0.984538525696799,0.9782376970728148,0.9805030931968538,0.9836148985756067,0.9737687809423332,0.9769514789996067,0.9637292018949192,0.9745972701018008,0.978404709562516,0.9740545816818204,0.9763095443861268,0.9712477723443005,0.9728296701098389,0.9647863371546044,0.9639244397739718,0.9621086361423588,0.9594793706989924,0.9484030036959338,0.9490022321906423,0.9527921302966543,0.9535471170581149,0.958643612449182,0.9679199325941293,0.976449029023862,0.9595213446666135,0.9697826265961242
T006,defect,336.0,119.0,1,0,1,0.40716374269005584,0.40667748666821396,0.4039529202753688,0.41100677003711966,0.40337008529227736,0.4051828043390885,0.3949289281598112,0.39844195325859405,0.41253313138962505,0.4143337066069429,0.40663302090843195,0.4089206066012444,0.42539338035810886,0.4370788563103223,0.43527738264580546,0.434253951710958,0.4546880446148478,0.4523239917976789,0.44488579940416717,0.43655150145301913,0.4508935891129681,0.46378485398448654,0.45392712550607056,0.46126185027786404,0.4712171052631597,0.48331396314129205,0.47593755029776075,0.47194039315155567,0.4869620860662309,0.49499125457147014,0.5033492822966481,0.4953007518796975,0.4861132422893936,0.4911260709914338,0.4836374604132049,0.4886140853566556,0.4832669910069274,0.49226006191950394,0.5101794601115934,0.5011695906432737,0.5046525152660659,0.49417543859649027,0.5020681785765205,0.5068649885583537,0.5032367013791165,0.5128718535469119,0.5231259968102056,0.522971794126199,0.5221568908647597,0.515027515168615,0.5185132642928088,0.5124580067189205,0.5127423822714691,0.5109649122807014,0.5074993182437959,0.5074224021592437,0.5087719298245623,0.5129235301995422,0.5044736842105247,0.5132588504509323,0.5144269302698343,0.5185085475837901,0.5181256713211619,0.5158163952079636,0.524150994452714,0.5342241614398702,0.522537112010796,0.5333059210526324,0.5259067357512953,0.5401662049861522,0.858331698960745,0.8697291997309748,0.8776948434858957,0.9088984898090076,0.9132026924600716,0.9129925566520296,0.9105378727040547,0.9389675032644099,0.9297557607526458,0.923822723692734,0.9390450243016335,0.9523513082713515,0.9556364591343179,0.9457756289105548,0.9612197079187168,0.9638235755874662,0.9446857591646171,0.951742034317191,0.9437109437038481,0.9404552217562085,0.9501869000270307,0.9735446347603219,0.9828507994894916,0.9824820798905083,1.0,0.9988148528988214,0.9741847115655197,0.9442496802765523,0.9470617178536436,0.9537898653435052,0.9562442592955426,0.9647218445520841,0.9744057763408482,0.9901573349723658,0.974677524273522,0.9666382837215457,0.9684638482746497,0.9623434244916288,0.9673282707655789,0.9589565350893547,0.9619222791069678,0.9590988469062064,0.9720492962145062,0.973270614093995,0.9886400361524099,0.9689089711419002,0.9809307958758533,0.985479552009777,0.9621939948855549,0.9734949685501209,0.9481723173449279,0.9805526278326651,0.9809867786396534,0.9764098151699708,0.9908751618642304,0.9760953571921908,0.9772050319695526,0.9585677119315592,0.9558157380593126,0.9474371340840863,0.9395786055849238,0.9277105063223196,0.9367195091452024,0.9426530426330284,0.9407953972519218,0.9528146219056001,0.9693656539987049,0.9864756128859928,0.9696062825141487,0.9838089242084793
